old,job-title,salary,state,experience,education,gender
3,Flight Test Engineer,"89,000",Washington,2,1,1
4,Program Director,"70,000",Minnesota,5,2,2
3,Arts Producer,"72,000",Massachusetts,4,1,2
4,Tax Manager,"78,400",Pennsylvania,5,1,2
3,Member Financial Transaction Services ,"50,000",California,3,0,1
4,Consultant,"90,000",,5,1,1
3,Online Instructor,"70,000",,3,2,
4,Director of Student Life,"73,000",New York,5,2,2
5,Assistant Director,"90,000",Tennessee,6,2,2
3,Postdoctoral Lecturer,"70,000",California,1,3,Other or prefer not to answer
5,Instructional Designer,"71,750",,4,2,2
4,Materials Engineer,"118,000",California,5,1,1
3,Attorney,"80,000",Pennsylvania,4,3,2
4,Director of Operations,"153,000",,5,1,2
6,Pretreatment Manager,"107,000",Washington,8,0,1
4,Editorial Director,"119,000",Georgia,5,2,2
3,Case Manager ,"40,000",Minnesota,3,1,2
5,Quality Specialist,"66,900",Florida,6,1,2
3,Program Officer,"58,000",District of Columbia,4,2,2
3,Corporate Social Responsibility Coordinator,"60,000",,3,1,2
4,Project Manager,"65,000",Pennsylvania,4,2,1
4,Meeting and Event Manager,"52,000",Illinois,5,1,2
3,Product Manager,"85,000",Massachusetts,3,0,2
4,Chief Financial Officer,"140,000",Missouri,5,2,2
3,Staff Accountant,"53,000",Idaho,5,2,2
3,Program Specialist III,"42,000",Texas,2,1,2
3,Embedded Software Engineer,"80,000",Virginia,2,1,1
3,Senior Student Services Specialist,"44,777",Virginia,3,2,0
5,Vice President of Finance,"95,000",New York,6,1,2
5,Teaching Assistant,"40,000",Georgia,5,0,2
4,Senior Media Specialist/Strategist,"150,000",New York,5,1,2
3,Teacher ,"37,000",Wisconsin,2,1,2
4,Sr. Corporate Recruiter,"110,400",Illinois,5,1,2
5,Compensation Analyst,"70,000",California,6,1,2
3,partner,"200,000",Tennessee,5,2,2
4,Assistant Director of Development ,"69,000",Michigan,5,2,2
3,Hearing Instrument Specialist,"50,000",,5,1,2
4,Security Engineer,"94,257",Massachusetts,5,1,2
4,Director of Marketing,"40,000",Pennsylvania,5,1,2
3,Strategic Sourcing Buyer,"89,000",Texas,3,2,2
4,Academic Advisor/Recruiter for master's program,"72,300",District of Columbia,5,3,2
4,Proposal Writer,"82,000",Pennsylvania,5,1,2
3,Private Client Advisor,"65,000",Nevada,3,1,2
3,Reporter,"36,000",Pennsylvania,4,2,0
3,Finance Manager,"105,000",Nevada,5,2,2
4,Senior Product Manager,"117,000",Massachusetts,5,2,2
3,Program Manager ,"50,000",,3,1,2
4,International Trade Compliance Manager,"126,000",New York,5,1,2
5,HR Director,"107,000",New York,6,1,2
3,Accounts Payable,"55,000",California,3,1,1
5,RN,"97,000",,7,1,2
3,Staff writer,"51,000",Illinois,4,1,2
3,Veterinarian,"108,000",Virginia,3,3,2
3,Office Administrator,"40,000",Illinois,3,1,2
4,Senior Vice President ,"170,000",Michigan,5,1,Other or prefer not to answer
3,ux developer & product designer (junior),"65,000",Missouri,4,1,2
5,Realty Specialist,"75,000",Michigan,6,1,2
6,Director of Internal Audit,"91,000",Minnesota,7,1,2
2,Marketing Comms Associate,"44,000",Virginia,2,1,Other or prefer not to answer
4,Psychometrist II,"52,000",Wisconsin,5,1,2
3,Materials Engineer,"111,433",Alabama,3,2,2
5,Pricing Specialist,"58,327",Pennsylvania,5,1,2
3,Fellowship Director,"58,000",Massachusetts,4,1,2
5,Visiting Lecturer,"56,000",Illinois,6,2,2
5,Manager,"144,000",Arkansas,6,2,1
4,Production Supervisor,"66,840",New York,5,1,2
5,Lead Generation Manager,"91,000",Illinois,5,1,2
6,Speech Language Pathologist,"79,000",,8,2,2
3,Program Manager,"87,000",Delaware,5,2,2
4,Program Coordinator,"35,140",Montana,5,2,2
4,Lecturer,"25,000",,4,3,2
5,Director,"120,000",Massachusetts,6,2,2
5,Exec admin,"1,080,000",,5,1,2
5,VP of Communications,"154,000",,5,2,2
5,Laboratory Technician,"29,000",,6,0,2
4,development assistant,"37,960",Pennsylvania,5,1,2
4,Digital Media Production Engineer,"50,000",New York,5,1,2
3,Marketing Manager,"80,000",Massachusetts,3,1,2
3,Development Specialist,"51,000",Maryland,3,2,2
3,Online Content Quality Specialist,"67,150",New York,3,1,2
4,Records Management Specialist,"85,000",District of Columbia,4,3,2
4,Program Manager (Staff),"53,000",Florida,6,1,2
3,Associate Counsel,"82,500",Massachusetts,4,3,2
3,Learning and Engagement Librarian,"58,000",District of Columbia,4,2,2
5,Executive Director,"200,000",New York,6,1,2
6,Manager,"110,000",Missouri,5,2,2
6,Academic Advisor,"58,000",North Carolina,8,3,2
4,Manager of People Operations,"71,500",Colorado,4,1,2
5,Contract Specialist ,"80,000",Minnesota,6,1,2
3,Program Analyst,"65,252",,5,1,2
3,QA Manager,"109,000",Ohio,4,1,Other or prefer not to answer
5,Community Outreach,"52,000",New York,6,1,2
2,Political Communications Fellow,"37,440",District of Columbia,2,1,2
2,Business Support Consultant,"54,000",Minnesota,2,1,1
5,Senior Technical Lead Project Manager,"142,335",New Hampshire,6,2,2
3,Sr. Project Coordinator ,"75,000",Massachusetts,4,1,2
5,Executive Assistant,"75,000",,6,1,2
3,Genetic Counselor,"93,000",North Carolina,4,2,2
3,Communications Advisor,"87,000",,4,2,2
5,Team lead dmv,"23,000",Indiana,6,0,2
7,Teacher 4th Grade,"51,000",Alabama,7,2,2
5,Knowledge Analyst ,"72,000",Pennsylvania,6,1,2
3,Registrar,"37,419",Vermont,4,1,2
3,Director of Marketing,"100,000",New York,5,1,2
3,Assistent Front Office Manager,"21,912",,2,0,2
3,Operations Analyst,"62,000",Texas,5,1,2
6,Senior Editor,"105,000",District of Columbia,6,1,2
3,Web developer,"94,000",Massachusetts,4,1,2
5,User Research & Design Lead,"91,000",Washington,5,2,2
5,Project Manager,"52,800",Arizona,6,0,2
4,Marketing Content Expert,"25,450",,4,3,2
4,Financial Analyst Intermediate ,"65,000",Kansas,5,1,2
4,Quality Engineer,"110,000",Washington,5,1,2
3,Marketing Manager,"87,550",California,4,1,2
4,Legal editor,"82,000",New York,5,2,2
3,Research fellow,"55,000",Georgia,2,2,2
4,Assistant Editor,"40,000",New Jersey,5,1,
3,Project Manager,"46,000",,5,2,2
3,Operations Director,"46,000",Michigan,3,0,0
3,Volunteer Specialist,"38,600",Missouri,3,1,2
3,Interactive Communications Strategist,"57,500",Ohio,4,1,2
4,Operations Manager,"127,500",California,5,2,2
4,HR Director,"93,600",Michigan,5,2,2
3,Healthcare Data Analyst,"66,913",New Hampshire,5,2,2
5,Production Planner,"78,280",Ohio,7,1,2
3,Senior Analyst,"86,000",New York,4,1,1
3,Controller,"112,000",,4,1,2
3,Prospect Research Coordinator,"65,000",New Jersey,4,2,
5,Financial Analyst,"87,360",Texas,6,,2
3,"Mental Health Clinician, MHC-P","37,000",New York,5,2,2
5,Accounting Manager,"81,000",Texas,5,1,2
4,Sr Institutional Research Analyst,"58,500",Pennsylvania,5,2,0
6,VP Marketing/Merchandising/Creative,"241,000",California,6,2,2
3,Managing Consultant,"58,000",,3,1,2
3,Medical Illustrator & Animator,"70,000",Colorado,3,2,2
3,Regional Director of Revenue Management,"68,245",Pennsylvania,5,1,2
4,digital content strategist,"74,000",Massachusetts,6,2,1
4,Senior Instructional Designer,"75,000",Minnesota,5,2,2
5,Bookkeeper ,"56,500",Illinois,6,1,2
6,Bookkeeper,"53,040",New Jersey,6,0,2
3,Policy Advisor,"66,000",,4,3,2
3,Pipeline integrity engineer,"95,000",,3,1,2
3,Senior tax associate ,"37,500",,3,0,2
3,Project Manager,"65,818",Illinois,3,1,2
4,Associate Director,"133,540",Texas,5,2,2
4,Accounting Clerk,"39,500",Arizona,4,1,2
5,Assistant Dean,"80,000",Colorado,6,2,2
3,Shipping coordinator ,"70,000",New York,4,2,2
6,graphic designer,"83,500",Oklahoma,8,0,2
3,Financial Planner,"60,000",Arizona,4,1,1
3,Foundation Assistant,"33,280",New Jersey,3,2,0
3,Mid level consultant,"63,000",,4,2,2
4,Customer Data Management,"66,000",Connecticut,5,1,2
2,Clubs coordinator ,"37,500",,1,1,1
4,Business Systems Analyst,"89,024",Michigan,5,1,2
5,Supervisor,"78,000",Texas,6,2,2
5,Library assistant 1,"42,000",Wisconsin,6,2,2
5,System Support Analyst,"54,000",Minnesota,7,1,2
3,Librarian,"44,000",Georgia,4,2,2
2,Accounting Specialist / H.R. Assistant,"50,000",Washington,2,1,1
3,Human Resources Generalist,"83,200",Washington,4,1,2
5,Utilities Engineer,"66,000",Georgia,6,1,2
6,BILLING & ACCOUNTS RECEIVABLE SPECIALIST,"59,500",,8,0,2
3,Paralegal,"72,000",Texas,5,1,2
3,Customer Success Team Manager ,"75,000",North Carolina,5,1,2
3,Senior Consultant,"85,000",Maryland,5,2,2
4,Administrative Services,"63,500",,6,1,2
4,Configuration Management Specialist,"113,000",Maryland,5,1,2
3,Graduate Software Engineer,"26,500",,3,2,2
3,Supervisor of Children's Services ,"60,800",Connecticut,4,2,2
4,Payroll Tax Manager,"62,000",New York,5,2,2
3,Records Management,"33,800",Washington,3,1,0
4,Search Engine Optimization Manager,"63,000",Washington,5,2,2
3,Scientific Program Analyst Assistant,"49,524",Maryland,2,1,2
4,Events,"67,000",California,5,1,2
5,Senior Director,"176,500",Pennsylvania,6,3,2
4,Data Specialist,"55,000",Illinois,5,1,2
4,Engineering Supervisor ,"113,000",Virginia,5,2,2
3,Senior Manager of Strategy,"105,000",Illinois,4,2,2
3,research analyst,"84,000",Illinois,3,2,2
4,Events Manager,"60,000",New York,5,2,2
5,Director of Communications,"81,200",Kentucky,6,1,2
3,Account Development Representative,"52,520",,3,1,2
4,Associate Director of Supply Chain,"115,000",Pennsylvania,5,2,2
4,Director of Data Science,"160,000",Illinois,4,3,2
3,Senior Associate Attorney ,"120,000",California,4,2,2
5,Professor,"81,000",Texas,6,3,2
3,Program Manager,"60,000",Ohio,3,1,2
6,Chief Counsel,"253,300",District of Columbia,7,3,1
3,Project Manager,"66,250",Tennessee,4,2,1
3,Senior Pharmacy Financial Consultant,"124,000",Minnesota,4,2,2
4,Director of Housing Initiatives,"115,000",Washington,6,2,2
3,Senior Marketing Manager,"97,000",,4,1,2
4,"Teacher, writing center director","54,000",New Mexico,5,1,2
4,Associate Attorney,"90,000",Oregon,5,3,1
4,Occupational health and safety specialist (consultant),"250,000",,5,2,2
4,Front Office Supervisor,"49,000",Washington,4,0,1
4,Senior Customer Success Manager,"71,309",New York,5,1,2
3,Junior Product Manager,"130,000",New York,2,1,2
3,Event Manager,"62,000",Ohio,4,1,2
3,Archivist,"67,675",Connecticut,5,2,2
3,Graduate Student,"26,000",Ohio,2,1,2
3,Safety and Quality Coordinator,"63,000",,4,1,2
4,Human Resources Director,"101,000",Louisiana,4,1,2
5,IRB Specialist,"77,000",Illinois,6,1,2
4,Staff physician ,"222,000",Ohio,4,,2
3,Outreach Associate,"64,000",Illinois,4,1,2
5,Financial Analyst II,"66,000",Minnesota,6,1,2
4,Associate Governmental Program Analyst,"64,625",,7,1,2
3,Digital Communications Manager,"74,000",Massachusetts,3,1,2
3,Front End Developer,"105,000",,3,1,2
3,Communication manager,"65,000",Nebraska,3,1,2
3,Senior Data Engineer,"110,000",New York,2,2,2
3,Compliance Manager,"91,000",Arizona,4,3,2
3,RN,"40,000",Michigan,4,1,2
5,Senior Software Engineer ,"160,367",Massachusetts,6,1,1
3,Attorney,"160,000",Florida,4,3,2
4,Application Analyst,"95,000",New York,5,1,2
5,Program Consultant,"71,000",Iowa,5,2,2
3,Product Designer,"105,000",Texas,3,1,2
5,Health Information Services Supervisor,"67,000",,6,2,1
5,Administrative Librarian,"76,302",Arizona,6,2,2
3,Legal Secretary,"19,000",,4,1,2
3,Statistician,"51,000",Hawaii,2,2,1
3,Product development engineer,"90,000",Michigan,4,1,1
3,Freelance Copywriter,"120,000",,4,2,2
5,Software Quality Assurance Manager,"110,000",Minnesota,7,1,2
5,Assistant Professor,"72,000",Illinois,5,3,1
6,Process Improvement Educator,"66,000",Kentucky,7,2,2
3,Librarian,"45,000",Michigan,5,2,2
5,Advisor Internal Digital communication systems,"80,000",,6,1,2
5,Associate Director,"72,000",Maine,6,2,2
3,Senior Graphic Designer,"70,000",Maryland,3,1,2
3,Compliance consultant,"98,000",Missouri,5,0,2
3,Operations Manager,"58,000",Illinois,3,1,2
3,Lead Payroll & Benefits Specialist,"64,000",New York,3,1,2
3,Member Benefits Specialist,"63,000",District of Columbia,3,2,2
4,"Director, Alumni Relations","88,000",Utah,6,1,2
3,Executive Assistant,"44,000",New Mexico,3,1,1
2,Program Coordinator,"41,000",District of Columbia,2,1,2
3,Health & Safety Assistant,"34,000",Michigan,2,1,2
4,Marketing Analytics Manager,"131,000",Georgia,5,1,2
4,Curriculum & Teaching Specialist,"40,460",Arkansas,5,2,
3,Principal Business Analyst,"128,000",California,5,1,2
3,Project Manager,"80,000",Massachusetts,3,2,2
5,Sr Technical Support Rep,"53,000",New Jersey,4,2,2
3,Software Developer,"100,000",Ohio,2,1,2
3,Admissions Coordinator,"39,000",Massachusetts,5,1,2
5,Office Manager and Bookkeeper,"75,000",,5,1,2
4,Senior project manager,"145,600",California,5,1,2
4,Data Analytics Manager,"74,000",,5,2,1
4,"Associate Executive Director, Advocacy & Governance","178,000",Virginia,5,2,2
3,Development Manager,"73,495",Massachusetts,4,2,2
5,Director of Strategy,"300,000",California,6,2,2
3,Senior Publishing Editor,"46,100",,5,1,1
3,Email Marketing Manager,"77,500",Maryland,4,1,2
3,Staff Attorney,"89,000",Maryland,4,2,2
3,Administrative Assistant,"43,000",Colorado,3,1,2
4,Assistant Director,"44,000",New Jersey,5,0,2
5,Legal Secretary,"67,000",Delaware,6,0,2
3,Digital Marketing Specialist,"62,700",Indiana,2,1,2
3,Attorney,"70,000",Massachusetts,5,3,2
4,Pharmacy Billing Specialist,"34,500",Kentucky,6,0,2
3,Director of Development,"90,000",District of Columbia,4,2,1
3,marketing communications consultant,"73,000",Illinois,4,1,2
5,Director of Information Technology ,"65,000",Pennsylvania,6,0,2
3,Development Associate,"63,500",New York,4,2,2
5,Director of IT,"186,000",Tennessee,6,2,2
4,Sr Sourcing Specialist ,"71,000",Kansas,5,1,2
4,YA Librarian ,"58,000",New York,5,2,2
3,Programme Administrator,"24,461",,5,1,2
3,"Director, Government Relations ","139,000",,3,1,2
3,Alumni Relations Coordinator,"70,000",Massachusetts,3,1,2
3,Development Manager,"50,000",Texas,3,1,0
4,Social Services Director,"85,000",Michigan,5,2,2
3,Teacher,"93,689",Pennsylvania,5,2,2
4,Senior Manager,"186,000",New York,5,2,2
3,Sales Operations Associate,"52,000",Massachusetts,3,1,2
3,Project Manager,"110,000",,4,1,2
4,Lease Administrator,"106,000",Pennsylvania,5,1,2
4,Library Director,"69,500",Pennsylvania,5,2,2
4,Inside Sales Representative,"55,000",Michigan,3,1,1
3,UX Specialist,"60,000",,3,2,2
4,Senior Associate,"100,000",Massachusetts,5,3,2
2,Software Developer,"72,000",Illinois,2,1,2
4,Sr. Product Manager,"108,000",Virginia,5,1,2
4,Senior Designer,"97,000",California,5,2,2
4,Office Manager,"58,500",Maine,5,1,2
4,Reference and Research Librarian,"47,000",South Carolina,4,2,2
4,senior communications associate,"52,000",,5,3,2
4,Associate Research Professor,"110,000",North Carolina,5,3,2
3,Content Writer,"55,600",,2,1,2
3,Production Control Specialist,"60,000",Alabama,4,1,2
3,Community center director ,"42,000",Ohio,2,2,2
5,Full Charge Bookkeeper,"70,000",Pennsylvania,5,1,2
6,CPA,"62,000",Minnesota,7,1,2
3,Postdoc,"66,000",Maryland,2,3,2
3,Manager of Service Development,"82,500",Pennsylvania,4,2,2
4,Senior Manager,"130,000",District of Columbia,5,1,2
2,Asset Protection ,"32,000",Texas,7,0,2
3,Software Engineer 2,"128,000",Texas,3,1,1
4,Executive Director,"87,500",Idaho,5,2,2
2,Research Analyst,"68,150",Virginia,2,1,2
4,Operations Manager,"156,000",California,5,1,2
4,Senior Art Consultant,"77,500",Illinois,6,2,2
5,Supervisory Archivist,"151,000",Maryland,6,2,2
3,Consultant,"165,000",Massachusetts,1,3,2
3,Software Engineer Team Lead,"110,500",District of Columbia,3,1,2
4,Epidemiologist,"130,000",District of Columbia,5,3,2
4,Commercial Director,"170,000",New York,5,2,1
3,Assistant Acquisitions Editor,"43,607",Massachusetts,4,1,2
2,Executive Assistant and Projects Manager,"47,000",California,2,1,2
5,IT Analyst,"64,000",North Carolina,6,2,2
3,Sr Business Analyst,"90,000",Texas,4,1,1
3,Insurance Broker,"65,000",,5,0,2
4,DoD Financial Analyst Consultant,"90,000",Virginia,4,2,1
4,HCE Analyst ,"59,800",Massachusetts,5,0,2
2,Associate Recruiter,"42,000",Pennsylvania,2,1,2
3,HRIS Support Technician,"40,000",Texas,2,1,0
3,Project Manager,"60,000",Michigan,2,1,2
4,Admin Assistant IV,"46,000",Nevada,6,2,2
4,Geospatial Data Technician II,"58,000",Minnesota,5,1,2
4,Information Resources and Services Support Specialist,"36,000",Pennsylvania,5,2,2
3,Tax accountant,"81,120",,4,1,2
3,Fisheries Management Specialist,"91,000",Delaware,4,2,2
3,Senior Managing Editor ,"110,000",,5,1,2
3,Web Production Manager,"72,800",North Carolina,4,1,2
4,director,"60,000",New York,5,1,2
4,Executive Agency Counsel,"114,000",New York,5,2,1
2,Librarian,"31,000",Indiana,2,1,2
3,Software developer,"88,000",Massachusetts,4,1,2
5,Application Specialist,"52,500",,6,1,2
3,Public Information Officer,"52,000",Idaho,3,1,2
6,Library Assistant,"24,000",Virginia,6,1,2
3,Research Assistant,"53,000",District of Columbia,2,2,2
4,Physician (FM),"200,000",,2,3,2
4,Director of Enrollment Management,"110,000",Rhode Island,5,2,2
5,Corporate and Foundation Relations Manager,"41,470",Kentucky,6,1,2
4,Director ,"158,000",,5,1,1
4,Taxonomy Analyst,"76,100",Massachusetts,6,2,2
2,Application Development Analyst,"62,000",District of Columbia,1,1,2
4,Senior RFP Specialist,"86,100",New York,5,1,2
3,Senior Editor,"71,800",New York,3,1,2
3,Program Coordinator,"36,600",Rhode Island,3,2,2
4,Managing Supervisor,"83,000",Texas,5,1,2
2,Electrical Engineer I,"70,000",Washington,1,1,2
3,Marketing Manager / Senior Product Manager,"52,000",,4,1,1
3,Shift Leader (Manager),"35,400",Texas,3,1,2
3,Educational Technology Coordinator ,"40,000",,5,2,2
4,QA and Testing Analyst II,"56,271",Utah,4,1,2
6,Managing Editor,"90,000",Pennsylvania,7,1,2
3,Donor Relations Manager,"70,000",New York,3,1,2
3,Student Paraprofessional,"41,787",Minnesota,4,1,2
4,Sr. Project Manager,"104,000",Colorado,6,2,1
3,Admin Assistant ,"50,821",,3,1,2
3,Science Manager,"60,000",California,4,1,1
4,Executive Director ,"65,520",Missouri,4,2,2
3,Learning specialist,"75,000",District of Columbia,4,2,2
3,Senior Accountant,"80,000",North Carolina,4,2,2
4,"Associate Director, Medical Communications","168,000",,5,2,1
3,Data Analyst,"85,000",New York,3,2,2
3,Banker,"35,360",Minnesota,2,1,2
5,Technical writer,"50,000",Utah,4,1,2
4,public defender,"92,000",Connecticut,5,,2
5,Special Education Teacher,38,Idaho,6,2,2
4,Attorney ,"146,220",California,5,3,2
2,Analyst,"90,000",,1,1,2
5,Senior IT Manager,"125,000",Texas,6,0,1
4,HR Specialist,"98,765",California,6,1,2
3,Compensation Analyst,"68,800",Rhode Island,2,1,2
3,Controls System Engineer,"72,000",Indiana,4,1,2
3,Senior Software Engineer,"132,860",Maryland,5,2,2
4,Payment Services Officer,"58,000",,5,1,1
5,senior primary systems engineer ,"117,000",California,7,1,2
3,Graphic Designer,"27,300",South Carolina,3,1,2
3,Mechanical Engineer,"135,000",Washington,4,2,2
4,Internal Communications and Engagement Manager,"42,000",,6,1,1
3,Senior Executive Assistant,"130,000",Washington,4,1,2
